rowid,wetland,date,wl_m_dailyavg,wl_pos,area_m2
64,BB,2017-12-28,0.27008138215277827,TRUE,159.57329978222697
65,BB,2017-12-29,0.2661116735648153,TRUE,157.56608713685273
66,BB,2017-12-30,0.2630075467453702,TRUE,156.56248203681753
67,BB,2017-12-31,0.2583927826412039,TRUE,156.56248203681753
68,BB,2018-01-01,0.25135996027777835,TRUE,153.55166488064424
69,BB,2018-01-02,0.24571432298611157,TRUE,152.54805889649288
70,BB,2018-01-03,0.2441033070138889,TRUE,150.54084618220077
71,BB,2018-01-04,0.24901318800000022,TRUE,152.54805889649288
72,BB,2018-01-05,0.2515796603680556,TRUE,153.55166488064424
73,BB,2018-01-06,0.24196313425694443,TRUE,148.5336340558374
74,BB,2018-01-07,0.23365719619444447,TRUE,140.50478807889112
75,BB,2018-01-08,0.23233244536805586,TRUE,139.50118218973466
76,BB,2018-01-09,0.23909711913888929,TRUE,148.5336340558374
77,BB,2018-01-10,0.2468720710578709,TRUE,152.54805889649288
78,BB,2018-01-11,0.2716713309930561,TRUE,159.57329978222697
79,BB,2018-01-12,0.3234655535115745,TRUE,198.7139186667573
80,BB,2018-01-13,0.39386069627083337,TRUE,248.8942094956874
81,BB,2018-01-14,0.404668311993056,TRUE,266.95911630897535
82,BB,2018-01-15,0.40260337899305604,TRUE,264.95190412859665
83,BB,2018-01-16,0.4009162380902778,TRUE,262.94469118706184
84,BB,2018-01-17,0.398708969173611,TRUE,258.9302703574649
85,BB,2018-01-18,0.3972445969629631,TRUE,254.91584552027052
86,BB,2018-01-19,0.39505385128703735,TRUE,249.897815342003
87,BB,2018-01-20,0.3935138852500005,TRUE,248.8942094956874
88,BB,2018-01-21,0.3921818169884263,TRUE,247.8906030030339
89,BB,2018-01-22,0.38811810296296334,TRUE,246.88699752785033
90,BB,2018-01-23,0.39664934721527784,TRUE,253.9122394178412
91,BB,2018-01-24,0.42372291321527766,TRUE,284.0204174404605
92,BB,2018-01-25,0.4178620017013889,TRUE,279.0023865427463
93,BB,2018-01-26,0.4132962762152782,TRUE,274.9879639253593
94,BB,2018-01-27,0.4096194420694445,TRUE,270.9735387323997
95,BB,2018-01-28,0.4272012324259258,TRUE,285.02402278013665
96,BB,2018-01-29,0.44428278166898133,TRUE,294.0564738422404
97,BB,2018-01-30,0.4329753969259257,TRUE,287.03123549908537
98,BB,2018-01-31,0.4263915346180554,TRUE,285.02402278013665
99,BB,2018-02-01,0.42372379838888874,TRUE,284.0204174404605
100,BB,2018-02-02,0.4279474927916666,TRUE,285.02402278013665
101,BB,2018-02-03,0.4259675364583333,TRUE,285.02402278013665
102,BB,2018-02-04,0.42437245361111137,TRUE,285.02402278013665
103,BB,2018-02-05,0.4493598424444447,TRUE,301.08171028541346
104,BB,2018-02-06,0.43556795240972246,TRUE,287.03123549908537
105,BB,2018-02-07,0.4323075039305557,TRUE,286.0276290120198
106,BB,2018-02-08,0.44796569400694436,TRUE,300.0781043869438
107,BB,2018-02-09,0.43788215029861105,TRUE,288.0348418576284
108,BB,2018-02-10,0.4386111580405556,TRUE,290.0420532876267
109,BB,2018-02-11,0.5143092791250001,TRUE,354.27282779184316
110,BB,2018-02-12,0.47615263137500036,TRUE,321.1538358679036
111,BB,2018-02-13,0.4525229218263893,TRUE,306.09974210234304
112,BB,2018-02-14,0.4427606961388888,TRUE,294.0564738422404
113,BB,2018-02-15,0.43954149675,TRUE,291.0456578395101
114,BB,2018-02-16,0.4404360532013887,TRUE,291.0456578395101
115,BB,2018-02-17,0.44156771815740714,TRUE,291.0456578395101
116,BB,2018-02-18,0.45773806968518505,TRUE,309.110559029411
117,BB,2018-02-19,0.45371353934490743,TRUE,307.1033474951046
118,BB,2018-02-20,0.4486835698055557,TRUE,301.08171028541346
119,BB,2018-02-21,0.4450070897291666,TRUE,294.0564738422404
120,BB,2018-02-22,0.444758532979167,TRUE,294.0564738422404
121,BB,2018-02-23,0.4484468743819449,TRUE,301.08171028541346
122,BB,2018-02-24,0.4503852275555557,TRUE,302.08531594918986
123,BB,2018-02-25,0.4557814229236112,TRUE,309.110559029411
124,BB,2018-02-26,0.45301100655555554,TRUE,307.1033474951046
125,BB,2018-02-27,0.4499747430462967,TRUE,302.08531594918986
126,BB,2018-02-28,0.4495510399444446,TRUE,301.08171028541346
127,BB,2018-03-01,0.44993367099074094,TRUE,302.08531594918986
128,BB,2018-03-02,0.4556095812199078,TRUE,309.110559029411
129,BB,2018-03-03,0.45136062986342596,TRUE,305.0961348441424
130,BB,2018-03-04,0.44820120919907397,TRUE,300.0781043869438
131,BB,2018-03-05,0.44645665003472224,TRUE,296.06368410275263
132,BB,2018-03-06,0.44761882397453673,TRUE,300.0781043869438
133,BB,2018-03-07,0.4694827892037038,TRUE,315.1321981897572
134,BB,2018-03-08,0.4627170532245369,TRUE,311.11777188619544
135,BB,2018-03-09,0.4555532251666668,TRUE,309.110559029411
136,BB,2018-03-10,0.4537524279722226,TRUE,307.1033474951046
137,BB,2018-03-11,0.45313334524577353,TRUE,307.1033474951046
138,BB,2018-03-12,0.45174644753472254,TRUE,305.0961348441424
139,BB,2018-03-13,0.454243876361111,TRUE,308.10695321662297
140,BB,2018-03-14,0.4514031772083336,TRUE,305.0961348441424
141,BB,2018-03-15,0.4511013330069446,TRUE,305.0961348441424
142,BB,2018-03-16,0.4505403099722225,TRUE,303.08892267281135
143,BB,2018-03-17,0.449701578469908,TRUE,302.08531594918986
144,BB,2018-03-18,0.44944210457870426,TRUE,301.08171028541346
145,BB,2018-03-19,0.44944163248611163,TRUE,301.08171028541346
146,BB,2018-03-20,0.45587436615277827,TRUE,309.110559029411
147,BB,2018-03-21,0.4659559034675927,TRUE,314.12859253901934
148,BB,2018-03-22,0.46283908915972277,TRUE,311.11777188619544
149,BB,2018-03-23,0.46670045249768516,TRUE,315.1321981897572
150,BB,2018-03-24,0.46241987093750014,TRUE,310.1141649427818
151,BB,2018-03-25,0.46112025904166665,TRUE,310.1141649427818
152,BB,2018-03-26,0.45985570002083326,TRUE,310.1141649427818
153,BB,2018-03-27,0.4579497442013887,TRUE,309.110559029411
154,BB,2018-03-28,0.4587853480902776,TRUE,310.1141649427818
155,BB,2018-03-29,0.45663703173611125,TRUE,309.110559029411
156,BB,2018-03-30,0.4537295314814818,TRUE,307.1033474951046
157,BB,2018-03-31,0.4510403150393519,TRUE,304.09252926418503
158,BB,2018-04-01,0.4509906863055555,TRUE,304.09252926418503
159,BB,2018-04-02,0.4504322597800924,TRUE,302.08531594918986
160,BB,2018-04-03,0.4502018785949071,TRUE,302.08531594918986
161,BB,2018-04-04,0.4510678734444446,TRUE,305.0961348441424
162,BB,2018-04-05,0.44873915870833303,TRUE,301.08171028541346
163,BB,2018-04-06,0.4473874986041664,TRUE,299.07449856484254
164,BB,2018-04-07,0.44738637738425907,TRUE,299.07449856484254
165,BB,2018-04-08,0.44635998907638874,TRUE,296.06368410275263
166,BB,2018-04-09,0.44847985713092575,TRUE,301.08171028541346
167,BB,2018-04-10,0.4515920732569444,TRUE,305.0961348441424
168,BB,2018-04-11,0.4499962822708333,TRUE,302.08531594918986
169,BB,2018-04-12,0.44773076893055574,TRUE,300.0781043869438
170,BB,2018-04-13,0.4432188620000001,TRUE,294.0564738422404
171,BB,2018-04-14,0.43826206681250013,TRUE,288.0348418576284
172,BB,2018-04-15,0.43765654905092577,TRUE,288.0348418576284
173,BB,2018-04-16,0.46932959515740746,TRUE,315.1321981897572
174,BB,2018-04-17,0.4554990525416668,TRUE,309.110559029411
175,BB,2018-04-18,0.4493060238888888,TRUE,301.08171028541346
176,BB,2018-04-19,0.44791270161342595,TRUE,300.0781043869438
177,BB,2018-04-20,0.44689752550462974,TRUE,298.07089366638047
178,BB,2018-04-21,0.4450106304236115,TRUE,294.0564738422404
179,BB,2018-04-22,0.4434736739768522,TRUE,294.0564738422404
180,BB,2018-04-23,0.4422247530231487,TRUE,291.0456578395101
181,BB,2018-04-24,0.44145878279166684,TRUE,291.0456578395101
182,BB,2018-04-25,0.4485654876458335,TRUE,301.08171028541346
183,BB,2018-04-26,0.44354106519444453,TRUE,294.0564738422404
184,BB,2018-04-27,0.45022607334027803,TRUE,302.08531594918986
185,BB,2018-04-28,0.4500908188125002,TRUE,302.08531594918986
186,BB,2018-04-29,0.446133561666667,TRUE,294.0564738422404
187,BB,2018-04-30,0.4438099809375003,TRUE,294.0564738422404
188,BB,2018-05-01,0.4420564520138892,TRUE,291.0456578395101
189,BB,2018-05-02,0.4388531857500004,TRUE,291.0456578395101
190,BB,2018-05-03,0.433327400965278,TRUE,287.03123549908537
191,BB,2018-05-04,0.4256463954722224,TRUE,285.02402278013665
192,BB,2018-05-05,0.41656150463194497,TRUE,279.0023865427463
193,BB,2018-05-06,0.41044141428472225,TRUE,271.9771454234249
194,BB,2018-05-07,0.4088004794444445,TRUE,270.9735387323997
195,BB,2018-05-08,0.4022885522453705,TRUE,264.95190412859665
196,BB,2018-05-09,0.3937655106018519,TRUE,248.8942094956874
197,BB,2018-05-10,0.38489016986111135,TRUE,243.87618401189684
198,BB,2018-05-11,0.37561691407638903,TRUE,238.85815382943838
199,BB,2018-05-12,0.3640889440694447,TRUE,229.82569903609692
200,BB,2018-05-13,0.4261098723750002,TRUE,285.02402278013665
201,BB,2018-05-14,0.43298005884027785,TRUE,287.03123549908537
202,BB,2018-05-15,0.4242949124027782,TRUE,285.02402278013665
203,BB,2018-05-16,0.4491238551597224,TRUE,301.08171028541346
204,BB,2018-05-17,0.4492743936851855,TRUE,301.08171028541346
205,BB,2018-05-18,0.4859937555370374,TRUE,330.18629086716373
206,BB,2018-05-19,0.5035266252986113,TRUE,344.2367727938963
207,BB,2018-05-20,0.4779532515347224,TRUE,321.1538358679036
208,BB,2018-05-21,0.44731190477777794,TRUE,299.07449856484254
209,BB,2018-05-22,0.43801846703472247,TRUE,288.0348418576284
210,BB,2018-05-23,0.44484067709027797,TRUE,294.0564738422404
211,BB,2018-05-24,0.43477979382638904,TRUE,287.03123549908537
212,BB,2018-05-25,0.426284782680556,TRUE,285.02402278013665
213,BB,2018-05-26,0.41665462489583366,TRUE,279.0023865427463
214,BB,2018-05-27,0.40749130767361136,TRUE,269.9699319603494
215,BB,2018-05-28,0.4084797515393521,TRUE,269.9699319603494
216,BB,2018-05-29,0.40776718678240753,TRUE,269.9699319603494
217,BB,2018-05-30,0.4050990964837964,TRUE,266.95911630897535
218,BB,2018-05-31,0.4004224882500004,TRUE,262.94469118706184
219,BB,2018-06-01,0.4028167058333335,TRUE,265.9555097737466
220,BB,2018-06-02,0.4004956035902779,TRUE,262.94469118706184
221,BB,2018-06-03,0.40739783334027796,TRUE,269.9699319603494
222,BB,2018-06-04,0.417470046826389,TRUE,279.0023865427463
223,BB,2018-06-05,0.41274345578935195,TRUE,274.9879639253593
224,BB,2018-06-06,0.40102664874537064,TRUE,262.94469118706184
225,BB,2018-06-07,0.3878526689027781,TRUE,246.88699752785033
226,BB,2018-06-08,0.37289695260416694,TRUE,236.8509405796358
227,BB,2018-06-09,0.3672895548125003,TRUE,231.83291187425493
228,BB,2018-06-10,0.40731869881944477,TRUE,269.9699319603494
229,BB,2018-06-11,0.4472214400347224,TRUE,299.07449856484254
230,BB,2018-06-12,0.4418294935000003,TRUE,291.0456578395101
231,BB,2018-06-13,0.42882346059722265,TRUE,285.02402278013665
232,BB,2018-06-14,0.4177632163263891,TRUE,279.0023865427463
233,BB,2018-06-15,0.4042374094791669,TRUE,266.95911630897535
234,BB,2018-06-16,0.38867782774305587,TRUE,247.8906030030339
235,BB,2018-06-17,0.3718278399166669,TRUE,234.8437276269251
236,BB,2018-06-18,0.35478807086805586,TRUE,222.80045996036552
237,BB,2018-06-19,0.33801580128472236,TRUE,207.7463707955385
238,BB,2018-06-20,0.3218810337361114,TRUE,196.70670286248242
239,BB,2018-06-21,0.30956791473611145,TRUE,189.68146533294384
240,BB,2018-06-22,0.303689181726852,TRUE,181.65262013146457
241,BB,2018-06-23,0.31707441058114066,TRUE,193.69588643832867
242,BB,2018-06-24,0.30957380827912184,TRUE,189.68146533294384
243,BB,2018-06-25,0.3289895089375005,TRUE,201.72473743877526
244,BB,2018-06-26,0.3209002613750002,TRUE,196.70670286248242
245,BB,2018-06-27,0.3065018503819447,TRUE,186.6706483814287
246,BB,2018-06-28,0.29347439627777816,TRUE,173.6237754123938
247,BB,2018-06-29,0.27417230051388924,TRUE,159.57329978222697
248,BB,2018-06-30,0.2512620600763892,TRUE,153.55166488064424
249,BB,2018-07-01,0.2288638040555557,TRUE,139.50118218973466
250,BB,2018-07-02,0.20323979836111117,TRUE,129.46513111925196
251,BB,2018-07-03,0.1789359996018521,TRUE,116.41825491216878
252,BB,2018-07-04,0.1555301209537038,TRUE,101.36416658647431
253,BB,2018-07-05,0.13134936132638905,TRUE,91.32811148040696
254,BB,2018-07-06,0.10743096715740771,TRUE,79.28484602458957
255,BB,2018-07-07,0.08440801461342623,TRUE,60.21633562311945
256,BB,2018-07-08,0.05434244378472265,TRUE,36.12980274224719
257,BB,2018-07-09,0.016053551097222618,TRUE,NA
258,BB,2018-07-22,0.15991710038194473,TRUE,102.36777270101084
259,BB,2018-07-23,0.17622766340972226,TRUE,116.41825491216878
260,BB,2018-07-24,0.25472804586805586,TRUE,155.55887631343649
261,BB,2018-07-25,0.34969135923842604,TRUE,218.78603642003782
262,BB,2018-07-26,0.42415617619213003,TRUE,285.02402278013665
263,BB,2018-07-27,0.387479833777778,TRUE,246.88699752785033
264,BB,2018-07-28,0.3638426887708336,TRUE,228.82209306125878
265,BB,2018-07-29,0.3433064839583337,TRUE,211.76079442667015
266,BB,2018-07-30,0.3315218726157409,TRUE,202.72834389324453
267,BB,2018-07-31,0.325981275925926,TRUE,201.72473743877526
268,BB,2018-08-01,0.3375755159305559,TRUE,205.73915757926352
269,BB,2018-08-02,0.336085060604167,TRUE,203.73194786499425
270,BB,2018-08-03,0.32378238665277814,TRUE,199.71752490143444
271,BB,2018-08-04,0.3192136515763892,TRUE,194.69949167183404
272,BB,2018-08-05,0.3039989334791668,TRUE,181.65262013146457
273,BB,2018-08-06,0.28595006651388905,TRUE,170.61295959127142
274,BB,2018-08-07,0.26863376922916676,TRUE,159.57329978222697
275,BB,2018-08-08,0.2504786814305557,TRUE,153.55166488064424
276,BB,2018-08-09,0.2300825110833334,TRUE,139.50118218973466
277,BB,2018-08-10,0.20716040931944463,TRUE,129.46513111925196
278,BB,2018-08-11,0.1829558680277778,TRUE,119.42907287892922
279,BB,2018-08-12,0.2285329261597225,TRUE,139.50118218973466
280,BB,2018-08-13,0.22845910268055572,TRUE,139.50118218973466
281,BB,2018-08-14,0.21738717411805558,TRUE,132.47594873456728
282,BB,2018-08-15,0.20081265231944442,TRUE,129.46513111925196
283,BB,2018-08-16,0.17916112875694465,TRUE,116.41825491216878
284,BB,2018-08-17,0.15874035058333377,TRUE,101.36416658647431
285,BB,2018-08-18,0.13704881717361123,TRUE,95.34253460376408
286,BB,2018-08-19,0.11918406631944481,TRUE,83.29926843056637
287,BB,2018-08-20,0.10607948408796339,TRUE,79.28484602458957
288,BB,2018-08-21,0.09343342178703737,TRUE,64.23075905704354
289,BB,2018-08-22,0.09475380575694471,TRUE,64.23075905704354
290,BB,2018-08-23,0.07487740935416688,TRUE,57.20551952027381
291,BB,2018-08-24,0.045780424996527895,TRUE,26.09374488110825
292,BB,2018-08-25,0.010749944888889197,TRUE,4.014422145037997
293,DB,2017-10-01,0.3590633104153821,TRUE,147.52931500953764
294,DB,2017-10-02,0.3442943855773123,TRUE,135.4861049981455
295,DB,2017-10-03,0.32548932056243723,TRUE,128.4609009435826
296,DB,2017-10-04,0.3017101641958744,TRUE,116.41769335082427
297,DB,2017-10-05,0.2830155079887936,TRUE,105.37808337388606
298,DB,2017-10-06,0.2664302479713633,TRUE,99.3564787888613
299,DB,2017-10-07,0.24753138640792222,TRUE,86.30966967062614
300,DB,2017-10-08,0.2291426817239205,TRUE,81.29166553048708
301,DB,2017-10-09,0.22322094789956173,TRUE,78.28086357655411
302,DB,2017-10-10,0.22482248166474902,TRUE,78.28086357655411
303,DB,2017-10-11,0.20481755139854893,TRUE,70.25205769304716
304,DB,2017-10-12,0.2172092102009747,TRUE,74.26646101227698
305,DB,2017-10-13,0.21269783993489205,TRUE,74.26646101227698
306,DB,2017-10-14,0.19697041933984444,TRUE,64.23045279700636
307,DB,2017-10-15,0.1827230116646407,TRUE,62.22325090729828
308,DB,2017-10-16,0.18411187344311228,TRUE,62.22325090729828
309,DB,2017-10-17,0.1756248642164455,TRUE,58.208847780630094
310,DB,2017-10-18,0.1577250881825908,TRUE,49.17644132474038
311,DB,2017-10-19,0.13869531784271816,TRUE,41.14763514129572
312,DB,2017-10-20,0.12616519839806858,TRUE,38.13683148524615
313,DB,2017-10-21,0.11053194148907372,TRUE,35.126029164101965
314,DB,2017-10-22,0.09244676541253147,TRUE,26.093622397927902
315,DB,2017-10-23,0.07301453597058866,TRUE,21.07561813467555
316,DB,2017-10-24,0.07077837220214503,TRUE,21.07561813467555
317,DB,2017-10-25,0.0661958664225288,TRUE,20.072016620406885
318,DB,2017-10-26,0.05426059118414817,TRUE,17.061214806217322
319,DB,2017-10-27,0.037201973267781775,TRUE,12.043210537639197
320,DB,2017-10-28,0.015848555874454034,TRUE,5.018004327884228
321,DB,2017-10-29,0.057442437933434974,TRUE,18.064815049238632
322,DB,2017-10-30,0.25541260799585497,TRUE,90.3240741062682
323,DB,2017-10-31,0.2607328030311008,TRUE,92.3312742272119
324,DB,2017-11-01,0.2531365262427987,TRUE,89.32047271353713
325,DB,2017-11-02,0.2500181508120617,TRUE,87.3132705678936
326,DB,2017-11-03,0.24730862939111425,TRUE,86.30966967062614
327,DB,2017-11-04,0.2484781679437434,TRUE,87.3132705678936
328,DB,2017-11-05,0.26797298329764724,TRUE,99.3564787888613
329,DB,2017-11-06,0.2787768588915617,TRUE,104.37448071362496
330,DB,2017-11-07,0.2899409126206479,TRUE,110.39608814157509
331,DB,2017-11-08,0.3676522010802908,TRUE,152.54731569154524
332,DB,2017-11-09,0.38655280427167327,TRUE,161.5797237643983
333,DB,2017-11-10,0.41002884976615644,TRUE,172.6193336577835
334,DB,2017-11-11,0.41409296283118796,TRUE,177.63733873556885
335,DB,2017-11-12,0.4188277738412951,TRUE,179.644539933126
336,DB,2017-11-13,0.43329886563440495,TRUE,185.6661437806506
337,DB,2017-11-14,0.447951078696757,TRUE,196.70574797039444
338,DB,2017-11-15,0.4524582504314436,TRUE,197.70934758219664
339,DB,2017-11-16,0.46074293300909314,TRUE,201.72374964425853
340,DB,2017-11-17,0.4679093047906059,TRUE,205.73815303565516
341,DB,2017-11-18,0.4613043980368464,TRUE,203.7309512925758
342,DB,2017-11-19,0.4757040058313613,TRUE,209.7525545940498
343,DB,2017-11-20,0.4843609939133951,TRUE,212.7633544063192
344,DB,2017-11-21,0.4835934131776897,TRUE,212.7633544063192
345,DB,2017-11-22,0.4900336895308507,TRUE,217.78135610653226
346,DB,2017-11-23,0.4940768627359698,TRUE,220.79215466434334
347,DB,2017-11-24,0.4958412315946441,TRUE,225.81016997078632
348,DB,2017-11-25,0.4973218486722691,TRUE,226.8137713765559
349,DB,2017-11-26,0.5031003366394282,TRUE,227.8173729928044
350,DB,2017-11-27,0.5019102140670328,TRUE,227.8173729928044
351,DB,2017-11-28,0.5013689514437067,TRUE,227.8173729928044
352,DB,2017-11-29,0.4985384304922709,TRUE,226.8137713765559
353,DB,2017-11-30,0.4963633651594064,TRUE,225.81016997078632
354,DB,2017-12-01,0.49848086445155243,TRUE,226.8137713765559
355,DB,2017-12-02,0.49431411371507517,TRUE,221.79576290974592
356,DB,2017-12-03,0.49325967231032924,TRUE,220.79215466434334
357,DB,2017-12-04,0.4924974392752247,TRUE,218.78495763337378
358,DB,2017-12-05,0.4868901792063039,TRUE,213.76695454094988
359,DB,2017-12-06,0.4970308868960467,TRUE,226.8137713765559
360,DB,2017-12-07,0.49552252604735303,TRUE,225.81016997078632
361,DB,2017-12-08,0.49511269559653365,TRUE,224.8065688108859
362,DB,2017-12-09,0.4948588258426141,TRUE,224.8065688108859
363,DB,2017-12-10,0.5048147685227782,TRUE,227.8173729928044
364,DB,2017-12-11,0.5054936519394526,TRUE,228.82097488472436
365,DB,2017-12-12,0.5065342192735838,TRUE,229.82457618246053
366,DB,2017-12-13,0.5132820410925677,TRUE,234.84257792621793
367,DB,2017-12-14,0.5156041743628309,TRUE,235.8461790507281
368,DB,2017-12-15,0.5119434867860346,TRUE,232.83537574052752
369,DB,2017-12-16,0.5145817791729679,TRUE,234.84257792621793
370,DB,2017-12-17,0.51407709664052,TRUE,234.84257792621793
371,DB,2017-12-18,0.5104243534427112,TRUE,232.83537574052752
372,DB,2017-12-19,0.5111144319434513,TRUE,232.83537574052752
373,DB,2017-12-20,0.5114437764369294,TRUE,232.83537574052752
374,DB,2017-12-21,0.5120476540580167,TRUE,232.83537574052752
375,DB,2017-12-22,0.504853733730239,TRUE,227.8173729928044
376,DB,2017-12-23,0.4982443891458339,TRUE,226.8137713765559
377,DB,2017-12-24,0.5029336848680561,TRUE,227.8173729928044
378,DB,2017-12-25,0.5044248483333336,TRUE,227.8173729928044
379,DB,2017-12-26,0.5029926675641252,TRUE,227.8173729928044
380,DB,2017-12-27,0.50074323425,TRUE,227.8173729928044
381,DB,2017-12-28,0.4962548729375004,TRUE,225.81016997078632
382,DB,2017-12-29,0.4930364997106486,TRUE,220.79215466434334
383,DB,2017-12-30,0.49159720741898133,TRUE,217.78135610653226
384,DB,2017-12-31,0.49134758846064847,TRUE,217.78135610653226
385,DB,2018-01-01,0.49141615990972276,TRUE,217.78135610653226
386,DB,2018-01-02,0.49065632688194494,TRUE,217.78135610653226
387,DB,2018-01-03,0.4907496241805555,TRUE,217.78135610653226
388,DB,2018-01-04,0.4942271172291668,TRUE,221.79576290974592
389,DB,2018-01-05,0.5029503261319446,TRUE,227.8173729928044
390,DB,2018-01-06,0.5014694306805556,TRUE,227.8173729928044
391,DB,2018-01-07,0.49821942725,TRUE,226.8137713765559
392,DB,2018-01-08,0.4961637000555559,TRUE,225.81016997078632
393,DB,2018-01-09,0.49939582297916724,TRUE,227.8173729928044
394,DB,2018-01-10,0.5000202922449769,TRUE,227.8173729928044
395,DB,2018-01-11,0.5148865382083339,TRUE,235.8461790507281
396,DB,2018-01-12,0.5612371200532412,TRUE,265.9541887969508
397,DB,2018-01-13,0.6166002445486111,TRUE,303.0874172007343
398,DB,2018-01-14,0.628040582368056,TRUE,314.1270251386477
399,DB,2018-01-15,0.6266459028263893,TRUE,313.12342423020436
400,DB,2018-01-16,0.6272890699722223,TRUE,314.1270251386477
401,DB,2018-01-17,0.6333140926736109,TRUE,320.1486273758919
402,DB,2018-01-18,0.6351744325462964,TRUE,320.1486273758919
403,DB,2018-01-19,0.641638029266204,TRUE,322.15582765910403
404,DB,2018-01-20,0.6556521568888892,TRUE,329.1810368258234
405,DB,2018-01-21,0.6610043886342597,TRUE,331.18823709624894
406,DB,2018-01-22,0.6630841335393521,TRUE,331.18823709624894
407,DB,2018-01-23,0.6741768931875001,TRUE,340.2206376325994
408,DB,2018-01-24,0.7021211159513886,TRUE,366.3142679051816
409,DB,2018-01-25,0.7094501764166666,TRUE,370.32866523040866
410,DB,2018-01-26,0.7140776870208339,TRUE,374.34306669321086
411,DB,2018-01-27,0.7173466331666667,TRUE,374.34306669321086
